benchmark,reordering,sim,skips,merge_calls,transfer_calls,transfer_time,merge_time,simulation_time,assertion_time,peak_nodes,gc_time,reordering_time,cudd_memory
fat8_nodeFaults,disabled,Classic Simulator,0,4772.0,1932.0,35.401517,76.230324,114.997571,3.415532,46363030.0,6.09,0.0,2567.17911529541
fat8_nodeFaults,disabled,New Simulator,0,6500.0,2508.0,69.354514,145.278775,218.706326,3.422182,54300904.0,12.33,0.0,3865.3834915161133
fat8_nodeFaults,disabled,New Simulator,1,5099.0,2041.0,168.113097,376.673844,555.263355,4.96012,130299890.0,29.47,0.0,8429.141456604004
fat8_nodeFaults,disabled,New Simulator,3,8084.0,3036.0,716.264779,1695.411746,2435.24199,7.582134,414290184.0,127.76,0.0,17889.694526672363
fat8_nodeFaults,disabled,New Simulator,6,8171.0,3065.0,276.836202,612.236844,898.659434,5.029012,150794056.0,59.37,0.0,9151.877143859863
fat8_nodeFaults,WINDOW2,Classic Simulator,0,4772.0,1932.0,46.202925,80.049366,129.518097,3.470885,38033730.0,8.46,15.23,2294.961036682129
fat8_nodeFaults,WINDOW2,New Simulator,0,6500.0,2508.0,78.128803,143.810057,225.797413,3.845717,44772798.0,14.02,25.12,2517.0703506469727
fat8_nodeFaults,WINDOW2,New Simulator,1,5099.0,2041.0,167.221047,404.574803,581.772825,4.420048,128134272.0,39.39,49.37,8346.48737335205
fat8_nodeFaults,WINDOW2,New Simulator,3,8084.0,3036.0,799.160248,1789.392456,2611.8175,6.789025,376776652.0,165.03,275.56,16678.93970489502
fat8_nodeFaults,WINDOW2,New Simulator,6,8171.0,3065.0,273.067791,698.841165,981.324643,4.953031,144515910.0,67.07,94.22,8948.091957092285
fat8_nodeFaults,WINDOW2_CONV,Classic Simulator,0,4772.0,1932.0,46.390013,80.615629,130.298111,3.493828,38033730.0,8.51,15.08,2294.961036682129
fat8_nodeFaults,WINDOW2_CONV,New Simulator,0,6500.0,2508.0,77.739291,142.761796,224.382997,3.846616,44772798.0,13.82,25.0,2517.0703506469727
fat8_nodeFaults,WINDOW2_CONV,New Simulator,1,5099.0,2041.0,167.122178,403.989389,581.063108,4.391042,128134272.0,39.92,49.06,8346.48737335205
fat8_nodeFaults,WINDOW2_CONV,New Simulator,3,8084.0,3036.0,769.223626,1789.357379,2583.240827,7.791636,327650134.0,174.14,199.17,15050.28165435791
fat8_nodeFaults,WINDOW2_CONV,New Simulator,6,9657.0,3234.0,331.888475,1310.278427,1653.26094,6.251493,174352178.0,117.59,246.67,9895.513526916504
fat8_nodeFaults,WINDOW3,Classic Simulator,0,4772.0,1932.0,46.428373,80.675882,130.39838,3.517476,38033730.0,8.61,15.23,2294.961036682129
fat8_nodeFaults,WINDOW3,New Simulator,0,6500.0,2508.0,77.940439,142.772949,224.587377,3.83579,44772798.0,13.96,24.86,2517.0703506469727
fat8_nodeFaults,WINDOW3,New Simulator,1,5099.0,2041.0,167.045808,403.904263,580.941505,4.376559,128134272.0,39.99,49.18,8346.48737335205
fat8_nodeFaults,WINDOW3,New Simulator,3,0,0,0,0,0,0,0,0,0,0
fat8_nodeFaults,WINDOW3,New Simulator,6,8216.0,3080.0,312.915048,654.28677,976.326405,4.792837,145209848.0,67.17,95.68,8963.289985656738
fat8_nodeFaults,WINDOW3_CONV,Classic Simulator,0,4772.0,1932.0,46.495193,80.692594,130.470894,3.509908,38033730.0,8.59,15.16,2294.961036682129
fat8_nodeFaults,WINDOW3_CONV,New Simulator,0,6500.0,2508.0,78.027688,143.293474,225.153373,3.843562,44772798.0,13.82,24.91,2517.0703506469727
fat8_nodeFaults,WINDOW3_CONV,New Simulator,1,5099.0,2041.0,166.665051,404.943061,581.550661,4.378866,128134272.0,39.33,49.6,8346.48737335205
fat8_nodeFaults,WINDOW3_CONV,New Simulator,3,8084.0,3036.0,778.213172,1823.814538,2625.489808,6.867767,376573274.0,164.27,276.88,16672.727027893066
fat8_nodeFaults,WINDOW3_CONV,New Simulator,6,8171.0,3065.0,277.933666,698.470876,985.699347,4.874076,145015668.0,66.83,94.0,8967.358283996582
